Id;País;Ano;Quantidade;Valor
23;Eslováquia;2021;0;0
24;Espanha;2021;8793911;90159
25;Estados Unidos;2021;506405;0
26;França;2021;6241310;78135
27;Geórgia;2021;19188;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2021;1838;0
29;Grécia;2021;13619;0
30;Hong Kong;2021;0;0
31;Hungria;2021;20174;0
32;Indonésia;2021;0;0
33;Irlanda;2021;0;0
34;Israel;2021;60281;0
35;Itália;2021;11231625;32376
36;Japão;2021;0;0
37;Iugoslávia;2021;0;326
38;Líbano;2021;24194;0
39;Luxemburgo;2021;0;0
40;Macedônia;2021;0;0
41;Marrocos;2021;986;0
42;México;2021;4;0
43;Moldávia;2021;25998;0
44;Montenegro;2021;0;0
45;Noruega;2021;0;0
46;Nova Zelândia;2021;21995;0
47;Países Baixos (Holanda);2021;0;0
48;Panamá;2021;0;0
49;Paraguai;2021;0;0
50;Peru;2021;0;0
51;Porto Rico;2021;0;0
52;Portugal;2021;25925363;531480
53;Reino Unido;2021;1164;0
54;Republica Dominicana;2021;0;0
55;Romênia;2021;33770;0
56;Rússia;2021;32179;0
57;San Marino;2021;1095;0
58;Sérvia;2021;3471;0
59;Síria;2021;484;0
60;Suazilândia;2021;0;0
61;Suíça;2021;7;0
62;Tcheca, República;2021;225;0
63;Tunísia;2021;0;0
64;Turquia;2021;0;0
65;Ucrânia;2021;0;0
66;Uruguai;2021;3788831;1871
67;Não consta na tabela;2021;0;0
68;Não declarados;2021;0;0
69;Outros;2021;0;4255
1;Africa do Sul;2022;738116;0
2;Alemanha;2022;92600;30498
3;Argélia;2022;0;0
4;Arábia Saudita;2022;0;0
5;Argentina;2022;27980574;12260
6;Armênia;2022;2385;0
7;Austrália;2022;579279;0
8;Áustria;2022;7403;707
9;Bermudas;2022;1;0
10;Bélgica;2022;0;0
11;Bolívia;2022;0;0
12;Bósnia-Herzegovina;2022;0;0
13;Brasil;2022;1;0
14;Bulgária;2022;29929;0
15;Canada;2022;884;0
16;Chile;2022;68881232;101819
17;China;2022;0;0
18;Coreia do Sul, República;2022;0;0
19;Croácia;2022;887;0
20;Cuba;2022;0;0
21;Emirados Árabes Unidos;2022;0;0
22;Eslovênia;2022;31509;0
23;Eslováquia;2022;0;0
24;Espanha;2022;6487047;90159
25;Estados Unidos;2022;393211;0
26;França;2022;4911903;78135
27;Geórgia;2022;12506;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2022;1788;0
29;Grécia;2022;45440;0
30;Hong Kong;2022;0;0
31;Hungria;2022;29260;0
32;Indonésia;2022;0;0
33;Irlanda;2022;0;0
34;Israel;2022;19589;0
35;Itália;2022;9622119;32376
36;Japão;2022;0;0
37;Iugoslávia;2022;0;326
38;Líbano;2022;30149;0
39;Luxemburgo;2022;0;0
40;Macedônia;2022;0;0
41;Marrocos;2022;13932;0
42;México;2022;0;0
43;Moldávia;2022;38336;0
44;Montenegro;2022;0;0
45;Noruega;2022;0;0
46;Nova Zelândia;2022;52265;0
47;Países Baixos (Holanda);2022;0;0
48;Panamá;2022;0;0
49;Paraguai;2022;0;0
50;Peru;2022;17861;0
51;Porto Rico;2022;0;0
52;Portugal;2022;24108787;531480
53;Reino Unido;2022;1655;0
54;Republica Dominicana;2022;0;0
55;Romênia;2022;47715;0
56;Rússia;2022;0;0
57;San Marino;2022;0;0
58;Sérvia;2022;0;0
59;Síria;2022;1094;0
60;Suazilândia;2022;0;0
61;Suíça;2022;0;0
62;Tcheca, República;2022;4950;0
63;Tunísia;2022;0;0
64;Turquia;2022;22087;0
65;Ucrânia;2022;0;0
66;Uruguai;2022;3394161;1871
67;Não consta na tabela;2022;0;0
68;Não declarados;2022;0;0
69;Outros;2022;0;4255
1;Africa do Sul;2023;522733;0
2;Alemanha;2023;102456;30498
3;Argélia;2023;0;0
4;Arábia Saudita;2023;8;0
5;Argentina;2023;25276991;12260
6;Armênia;2023;3542;0
7;Austrália;2023;432829;0
8;Áustria;2023;16832;707
9;Bermudas;2023;6;0
10;Bélgica;2023;0;0
11;Bolívia;2023;1170;0
12;Bósnia-Herzegovina;2023;0;0
13;Brasil;2023;6229;0
14;Bulgária;2023;40281;0
15;Canada;2023;14;0
16;Chile;2023;62358765;101819
17;China;2023;0;0
18;Coreia do Sul, República;2023;0;0
19;Croácia;2023;1107;0
20;Cuba;2023;8;0
21;Emirados Árabes Unidos;2023;0;0
22;Eslovênia;2023;28806;0
23;Eslováquia;2023;0;0
24;Espanha;2023;6591628;90159
25;Estados Unidos;2023;244276;0
26;França;2023;4899631;78135
27;Geórgia;2023;17173;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2023;0;0
29;Grécia;2023;45889;0
30;Hong Kong;2023;0;0
31;Hungria;2023;41905;0
32;Indonésia;2023;0;0
33;Irlanda;2023;0;0
34;Israel;2023;48772;0
35;Itália;2023;8868133;32376
36;Japão;2023;86;0
37;Iugoslávia;2023;0;326
38;Líbano;2023;14328;0
39;Luxemburgo;2023;0;0
40;Macedônia;2023;8522;0
41;Marrocos;2023;603;0
42;México;2023;0;0
43;Moldávia;2023;51189;0
44;Montenegro;2023;0;0
45;Noruega;2023;0;0
46;Nova Zelândia;2023;28665;0
47;Países Baixos (Holanda);2023;9;0
48;Panamá;2023;0;0
49;Paraguai;2023;0;0
50;Peru;2023;12276;0
51;Porto Rico;2023;2021;0
52;Portugal;2023;25099409;531480
53;Reino Unido;2023;1808;0
54;Republica Dominicana;2023;0;0
55;Romênia;2023;36775;0
56;Rússia;2023;0;0
57;San Marino;2023;0;0
58;Sérvia;2023;0;0
59;Síria;2023;0;0
60;Suazilândia;2023;320;0
61;Suíça;2023;2109;0
62;Tcheca, República;2023;0;0
63;Tunísia;2023;0;0
64;Turquia;2023;0;0
65;Ucrânia;2023;0;0
66;Uruguai;2023;2905567;1871
67;Não consta na tabela;2023;0;0
68;Não declarados;2023;0;0
69;Outros;2023;0;4255
1;Africa do Sul;2024;658238;0
2;Alemanha;2024;121002;30498
3;Argélia;2024;0;0
4;Arábia Saudita;2024;0;0
5;Argentina;2024;26272478;12260
6;Armênia;2024;0;0
7;Austrália;2024;422720;0
8;Áustria;2024;17796;707
9;Bermudas;2024;0;0
10;Bélgica;2024;0;0
11;Bolívia;2024;0;0
12;Bósnia-Herzegovina;2024;4883;0
13;Brasil;2024;71637;0
14;Bulgária;2024;25718;0
15;Canada;2024;203;0
16;Chile;2024;73111416;101819
17;China;2024;0;0
18;Coreia do Sul, República;2024;0;0
19;Croácia;2024;0;0
20;Cuba;2024;0;0
21;Emirados Árabes Unidos;2024;0;0
22;Eslovênia;2024;17671;0
23;Eslováquia;2024;0;0
24;Espanha;2024;6828739;90159
25;Estados Unidos;2024;273198;0
26;França;2024;4700023;78135
27;Geórgia;2024;9998;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2024;2937;0
29;Grécia;2024;41071;0
30;Hong Kong;2024;0;0
31;Hungria;2024;27820;0
32;Indonésia;2024;0;0
33;Irlanda;2024;0;0
34;Israel;2024;37533;0
35;Itália;2024;9861350;32376
36;Japão;2024;411;0
37;Iugoslávia;2024;0;326
38;Líbano;2024;8730;0
39;Luxemburgo;2024;6;0
40;Macedônia;2024;0;0
41;Marrocos;2024;0;0
42;México;2024;0;0
43;Moldávia;2024;58609;0
44;Montenegro;2024;0;0
45;Noruega;2024;0;0
46;Nova Zelândia;2024;39629;0
47;Países Baixos (Holanda);2024;810;0
48;Panamá;2024;0;0
49;Paraguai;2024;1;0
50;Peru;2024;0;0
51;Porto Rico;2024;0;0
52;Portugal;2024;27460645;531480
53;Reino Unido;2024;680;0
54;Republica Dominicana;2024;0;0
55;Romênia;2024;24660;0
56;Rússia;2024;0;0
57;San Marino;2024;0;0
58;Sérvia;2024;2445;0
59;Síria;2024;0;0
60;Suazilândia;2024;0;0
61;Suíça;2024;541;0
62;Tcheca, República;2024;0;0
63;Tunísia;2024;0;0
64;Turquia;2024;3203;0
65;Ucrânia;2024;0;0
66;Uruguai;2024;3015429;1871
67;Não consta na tabela;2024;0;0
68;Não declarados;2024;0;0
69;Outros;2024;0;4255
